bibcode,title,author,pubdate,url,abstract,keywords
2022LPICo2678.1663C,The Manitoba Lunar and Planetary STEM Network (MLaPS): A K-12 STEM Initiative,"Cloutis, E. A.; Kiddell, C. B.; Misner, A.; Lukie, M.; Ferguson, P.",2022-03-00,https://www.hou.usra.edu/meetings/lpsc2022/pdf/1663.pdf,"The Manitoba Lunar and Planetary STEM Network is developing, delivering, testing, and refining a range of lunar exploration materials and hands-on activities.",
2022LPICo2678.1745M,Testing Accessibility Accommodations for Disabled or Mixed-Ability Crews Operating in Space-Like Environments,"Molaro, J. L.; Wells-Jensen, S.; Virre, E.; Kapusta, A. B.; Voelker, A. D.; Whitesides, G. T.; Bailey, T.; Deroko, B.; Deming, M. A.; Fauerbach, M.; Gifford, S.; Jha, S.; Johnson, J. C.; Johnson, P. A.; Mardon, A. A.; O'Brien, C. A. L.; Zucker, H. R.",2022-03-00,https://www.hou.usra.edu/meetings/lpsc2022/pdf/1745.pdf,Mission: AstroAccess launched twelve disabled individuals on a parabolic ZERO-G flight to test accessibility accommodations for future disabled astronauts.,
2022LPICo2678.2146D,InSightSeers: Early Career Opportunity to Observe the InSight Science Team at Work,"Daubar, I. J.; Stanley, S.; Irving, J.; Marusiak, A. G.; Morgan, P.; Fernando, B.; Mittelholz, A.; Golombek, M. P.; Johnson, C. L.; Newman, C.; Baker, M.; Beghein, C.; Bozdag, E.",2022-03-00,https://www.hou.usra.edu/meetings/lpsc2022/pdf/2146.pdf,"Early-career researchers observe mission science team meetings. Goals include exposure to work, research, team dynamics, networking, help inform career paths.",
2023LPICo2806.1426C,"EuroSpaceHub: A European-Led Project to Facilitate Entrepreneurship, Innovation, Accessibility, Inclusion and Diversity in the Space-Tech Ecosystem Accessibility, Inclusion and Diversity in the Space-tech Ecosystem","Crotti, S.; Pascual, J.; Puriené, V.; Foing, B.; EuroSpaceHub Team",2023-03-00,https://www.hou.usra.edu/meetings/lpsc2023/pdf/1426.pdf,"An overview on the efforts of the EuroSpaceHub project to foster collaboration, innovation, entrepreneurship, and access to funding opportunities in aerospace.",
2023LPICo2806.1601Z,Unbounded Learning Environments as an Approach to Preserving Design Flexibility Demonstrated with NASA STEM Enhancement in Earth Science (SEES) Students,"Zacha, Z.; Williams, K.; Brown, B. H.; Cardenas, E.; Gomez, T.; Miller, C.; Foxworth, S.; Baguio, M. R.; Lewis, E. K.",2023-03-00,https://www.hou.usra.edu/meetings/lpsc2023/pdf/1601.pdf,NASA summer students utilizing publicly available info and unbounded learning exercise in order to emulate building a lunar workspace upon the surface of the Moon.,
2023LPICo2806.1629L,A Review of Diversity in Space Science Nomenclature,"Lennox, A. R.",2023-03-00,https://www.hou.usra.edu/meetings/lpsc2023/pdf/1629.pdf,The current naming conventions for planetary features exacerbate the underrepresentation of marginalized groups in space science.,
2023LPICo2806.1841H,I.D.E.A. of the Future: A Political Legal Perspective on Potential Consequences of the Artemis Program on International Equitable Lunar Accessibility,"Hutchison, A. L.",2023-03-00,https://www.hou.usra.edu/meetings/lpsc2023/pdf/1841.pdf,Evaluation of potential cumulative short- and long-term political legal issues with the Artemis Program on the future of global equitable lunar accessibility.,
2023LPICo2806.1966M,InSightSeers: Peering into Invited Student Participation of a Mission Science Team Meeting,"Morris, J. R.; Schurmeier, L. R.; Wagner, N. L.; Baker, S.; Bill, C.; Mohanna, S.; Roth, N.; Sanderson, H.; Sridhar, S.; Woodley, S.; Daubar, I. J.; Fernando, B.; Newman, C.; Panning, M.",2023-03-00,https://www.hou.usra.edu/meetings/lpsc2023/pdf/1966.pdf,"NASA science teams / Invite, expose your meetings / ECRs love it!",
2023LPICo2806.2167R,Ethics in Choosing a Meeting Location,"Rathbun, J. A.; Grier, J.; Milazzo, M.; Rivera-Valentín, E. G.",2023-03-00,https://www.hou.usra.edu/meetings/lpsc2023/pdf/2167.pdf,"The prime consideration when attending a meeting MUST be safety. Texas is NOT safe for scientists who are transgender, gender non-conforming, or pregnant.",
2023LPICo2806.2207B,USGS STEP UP! Employee Empowerment Strategies: A Bystander Intervention Program for the Planetary Science Community,"Bennett, K. A.; Garcia, P.; Keszthelyi, L.",2023-03-00,https://www.hou.usra.edu/meetings/lpsc2023/pdf/2207.pdf,We describe a Bystander Intervention training that is available at no cost for the planetary science community and can be a resource for Inclusion Plans.,
2023LPICo2806.2403M,"Cross-AG Inclusion, Diversity, Equity and Accessibility (IDEA) Working Group: 2023 Priorities","McAdam, M. M.; Rathbun, J.; McCanta, M. C.; Deutsch, A.; Knicely, J.; Neveu, M.; Dinwiddie, C. L.; Roberts, J. H.; Thomson, B. J.; Regoli, L. H.; Izenberg, N. R.; Stopar, J.; Gaddis, L. R.; Mane, P.; Bjonnes, E.; Bennett, K. A.; Venkatesan, A.",2023-03-00,https://www.hou.usra.edu/meetings/lpsc2023/pdf/2403.pdf,"The Cross-AG Inclusion, Diversity, Equity and Accessibility Working Group presents our 2023 priorities.",
2023LPICo2806.2552T,Results of the 2022 Mental Health Survey of the Planetary Science Community,"Trang, D.; Swafford, C. E. M.; Vance, S. D.; Davidson, J.; Filiberto, J.; Ostrach, L. R.; Richey, C. R.",2023-03-00,https://www.hou.usra.edu/meetings/lpsc2023/pdf/2552.pdf,"We used assessments measuring depression, anxiety, and stress to investigate the mental health of the planetary science community.",
2023LPICo2806.2623F,Insights from InSight: Strategies for Advancing Early-Career Researcher Inclusion in Planetary Science Missions,"Fernando, B. A.; Daubar, I. J.; Marusiak, A. G.; Baker, M.; Newman, C.; Irving, J. C. E.; Panning, M. P.; Banerdt, W. B.; Stanley, S.",2023-03-00,https://www.hou.usra.edu/meetings/lpsc2023/pdf/2623.pdf,They be new to space / Early career researchers / How do we include?,
2023LPICo2806.2703R,"If It's Worth Doing, It's Worth Paying For","Roberts, J. H.; Rathbun, J. A.; Daubar, I. J.",2023-03-00,https://www.hou.usra.edu/meetings/lpsc2023/pdf/2703.pdf,You want it done right? / You better have the money. / Folks can't work for free.,
2023LPICo2806.2833E,The Cost of Diminished In-Person Participation in Unsafe Locations: The Necessity of Hybrid Meetings,"Elrod, M. K.; Roberts, J. H.; Daubar, I. J.",2023-03-00,https://www.hou.usra.edu/meetings/lpsc2023/pdf/2833.pdf,The changing political location is a detriment to the safety of many of our members attending in person meetings. Hybrid options are one adequate solution.,
2023LPICo2806.2871C,GeoSPACE: An Approach to Accessible and Inclusive Planetary Science Education.,"Cabalceta, M. S.; Meier, M. L.; Thompson, A.; Baker, A.; Marshall, A.; Williams, A. J.; Piatek, J. L.; Arroyo, Y.; Collins, T.; Thatcher, S.; Gallant, E.; Elardo, S.; Williams, D. A.",2023-03-00,https://www.hou.usra.edu/meetings/lpsc2023/pdf/2871.pdf,The fields of planetary science and geology aim to learn/educate about our solar system. It is important to focus on accessibility and inclusivity in the fields.,
2023LPICo2806.2951K,"NASA L'SPACE Program: Reimagining Agile, Equitable, Technical STEM Workforce Development for All","Klug Boonstra, S.; Garcia, D.; Kretke, K.; Storksdieck, M.; Fischer, H.; Buxner, S.",2023-03-00,https://www.hou.usra.edu/meetings/lpsc2023/pdf/2951.pdf,"L'SPACE addresses the need for an equitable, inclusive technical STEM workforce model that can be delivered at scale.",
2023LPICo2887.2888R,Grimaldi Basin: Science Goals and Exploration from Geologic Mapping,"Runyon, K. D.; Buczkowski, D. L.; Greenhagen, B. T.; Moriarty, D. P.; Petro, N. E.; van der Bogert, C. H.; Hiesinger, H.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2888.pdf,Age determination of ejecta deposits near Grimaldi D Crater could constrain the formation time of Grimaldi Basin as one step toward establishing a precise lunar basin chronology. A robotic or human mission could accomplish this.,
2023LPICo2887.2889O,Training for Artemis Base Camp: EMMPOL 15 Analogue Astronaut Mission Overview,"Osoianu, D.; Molony, S.; Hutchinson, A.; Barker, N.; Guziewicz, W.; Kołodziejczyk, A.; Foing, B.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2889.pdf,EMMPOL 15 was an analog astronaut mission performed in the Analogue Astronaut Training Centre (AATC) in Poland in February/March.,
2023LPICo2887.2890M,Living in the Artemis Base Camp: Life-Science Experiments in EMMPOL 15 EuroMoonMars Poland,"Molony, S. M.; Guziewicz, W. G.; Osoianu, D. O.; Hutchison, A. H.; Barker, N. B.; Foing, B. F.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2890.pdf,This abstract talks about the EMMPOL 15 mission and the experiments conducted that could be addressed in the Artemis Base Camp.,
2023LPICo2887.2891L,Enabling Global Lunar Surface Mobility with the Artemis Base Camp,"Longo, A. Z.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2891.pdf,In situ resource utilization at the Artemis Base Camp enables the operation of a crewed hopping lander or hopper. This vehicle would revolutionize lunar science by allowing field geologists to access the entire lunar surface.,
2023LPICo2887.2893V,The Lunar Vertex Vector Magnetometers: Status and Efforts in Anticipation of Arrival at Reiner Gamma,"Vines, S. K.; Waller, C. D.; Anderson, B. J.; Fatemi, S.; Blewett, D. T.; Halekas, J.; Ho, G. C.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2893.pdf,"We present an overview of the Lunar Vertex magnetometers, including current status, performance, modeling efforts in anticipation of mission operations, and potential multi-mission observation opportunities.",
2023LPICo2887.2894T,Python Software Package to Distinguish Lunar Impacts from Shallow Moonquakes,"Turner, A. R.; Trugman, D. T.; Gulick, S. P. S.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2894.pdf,The seismic signal of impacts and shallow moonquakes are visually similar. We develop a semi-automated method to distinguish the signal of shallow moonquakes from impacts. This code will aid in the robust analysis of future lunar seismic signals.,
2023LPICo2887.2895F,An Ultra-Compact Imaging Spectrometer for the Lunar Surface: UCIS-Moon,"Fraeman, A. A.; Bender, H. A.; McKinley, I. M.; Gibson, M. S.; Smith, C. D.; Green, R. O.; Eastwood, M. L.; Sarture, C. M.; Thompson, D. R.; Vinckier, Q.; Mouroulis, P.; Ehlmann, B. L.; Blaney, D. L.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2895.pdf,"We have built an ultra-compact imaging spectrometer (UCIS-Moon) under DALI. UCIS-Moon will achieve spatial resolutions of mm to m from a lunar lander, rover, or deployed as an instrument by astronauts and covers 600-3600nm at 10 nm sampling.",
2023LPICo2887.2896N,A Regolith Thermal Model of the Mare Crisium Landing Site for the Upcoming CLPS Mission,"Nagihara, S.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2896.pdf,"In preparation for the heat flow measurement planned on the upcoming CLPS mission, a thermal model of the regolith of the landing site has been built to estimate the range and the depth of penetration of the insolation-induced thermal fluctuation.",
2023LPICo2887.2897G,"Lunar Periscope: A Probe for Exploring Regolith and Ice By Subsurface Classification Of Organics, Pahs, and Elements","Gillis-Davis, J. J.; Sobron, P.; Yanchilina, A.; Vidwans, A.; Jolliff, B. L.; Byrne, P. K.; Ogliore, R. C.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2897.pdf,"The lunar Probe for Exploring Regolith and Ice by Subsurface Classification of Organics, PAHs, and Elements (PERISCOPE) addresses challenges of characterizing polar volatile deposits by enabling in-situ surface and subsurface fluorescence measurements.",
2023LPICo2887.2898B,A Framing Multispectral Imager for Lunar Applications: Mahina Color Camera,"Blewett, D. T.; Denevi, B. W.; Meyer, H. M.; Hibbitts, C. A.; Ikpe, S.; Maas, B. J.; London, S. M.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2898.pdf,"MahinaCam is a COTS-based snapshot multispectral imager. It provides a combination of reconnaissance imaging and spectral parameter (FeO, TiO2, and OMAT) mapping, ideal for a lunar lander, rover, or sampling context camera. Funded by DALI.",
2023LPICo2887.2899O,Vulcano Summer School Research and Studies for Lunar Exploration,"Osoianu, D.; Foing, B.; Molony, S.; Swida, O. B.; Ronca, G.; Jusner, S. F.; Gruber, N.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2899.pdf,This abstract discusses the research and studies that the Vulcano Summer School 2023 has performed for Lunar application.,
2023LPICo2887.2902L,Latitude Dependence of Hydrogen Concentration in the Lunar Surface Measured by LRO/LEND and Test by Endurance Rover,"Livengood, T. A.; Boynton, W. V.; Chin, G.; Harshmann, K. P.; Litvak, M. L.; McClanahan, T. P.; Mitrofanov, I. G.; Sanin, A. B.; Starr, R. D.; Su, J. J.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2902.pdf,"Endurance can test widespread hydration quantified by LEND measurements and its meridional variation through significant changes within the region of the Endurance traverse, enabling Endurance to calibrate the abundance at all latitudes.",
2023LPICo2887.2903W,Magnetic Gradiometry and Ongoing Modeling Efforts for the Lunar Vertex Mission,"Waller, C. D.; Vines, S. K.; Anderson, B. J.; Blewett, D. T.; Halekas, J.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2903.pdf,"The Lunar Vertex mission will utilize a novel form of magnetic gradiometry to characterize magnetic sources during landing and surface operations. This work details the instrument development, mathematical motivation, and algorithm implementation.",
2023LPICo2887.2904L,Light Scattering Grid for Realistically-Shaped Lunar Dust Grains: A Resource for Surface and Orbital Investigations,"Lolachi, R.; Glenar, D. A.; Stubbs, T. J.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2904.pdf,A precomputed grid of light scattering properties for realistically-shaped grains which is a more accurate representation of lunar dust than the Mie models commonly employed. The grid spans UV to near-IR wavelengths with a wide range of grain sizes.,
2023LPICo2887.2906L,"Submillimeter Solar Observation Lunar Volatiles Experiment (SSOLVE), a Spectrometer to Measure Water Vapor in the Lunar Exosphere","Livengood, T. A.; Anderson, C. M.; Bulcha, B. T.; Chin, G.; Ehsan, N.; Hewagama, T.; Racette, P. E.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2906.pdf,SSOLVE is a spectrometer to measure water vapor above the lunar surface with sensitivity to surface-boundary exosphere and the ability to distinguish indigenous vapor from local contamination.,
2023LPICo2887.2907A,CAMELS: Capacitance and Magnetism Exploration of Lunar Swirls,"Abramson, A.; Andres, H.; Pestone, A.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2907.pdf,"The CAMELS mission will study a prominent lunar swirl, Reiner Gamma, using LunaSATs equipped with magnetometers and capacitive sensors to enhance knowledge of its magnetic field and regolith chemistry.",
2023LPICo2887.2908S,Cellular Array Gas Phase Scintillation Neutron Spectrometer and Synthetic Aperture Neutron Image Formation,"Su, J. J.; Shahi, C. B.; Clark, C. W.; Coplan, M. A.; Lutz, L.; Putnam, L.; Livengood, T. A.; McClanahan, T. P.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2908.pdf,"The low-power, low-voltage cellular array neutron spectrometer offers capabilities for unfolding energy spectra with self-calibration by boron-11 cells. Its synthetic aperture imaging feature provides valuable insights for lunar exploration.",
2023LPICo2887.2910T,Modelling the Sources of Lunar Mare Basalts Mapped by Chandrayaan-2,"Thakur, H.; Pillai, N. S.; Narendranath, S.; Chakrabarti, R.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2910.pdf,This summarises our efforts in modelling the sources of lunar mare basalts. Results of the model are compared with elemental abundances from CLASS over the mare data from Chandrayaan-2.,
2023LPICo2887.2911P,New Insights on Lunar Mare Basalts from the Elemental Abundance Estimates by CLASS on Chandrayaan-2,"Pillai, N. S.; Narendranath, S.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2911.pdf,"Abundances of Mg, Al, Si and Fe are modeled from CLASS X-ray fluorescence measurements to understand the compositional variability of lunar mare. Heterogeneity and thermal evolution of the sources are revealed by the trends in Mg number with age.",
2023LPICo2887.2912W,Student research in the cultivation of lettuce and chamomile in a hydroponic system and research of the benefit of the chamomile on the health through an analog mission.,"Wurtz Pra, S.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2912.pdf,The abstract presents my research on the development of two species of lettuce and one species of chamomile grown in a hydroponic system. The system has been implemented in the Self Deployable Habitat for Extreme Environment (SHEE).,
2023LPICo2887.2913A,Shedding Light on the Darkness: Diversity of Permanently Shadowed Regions at the Lunar Poles,"Ahrens, C. J.; Fastook, J.; Petro, N. E.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2913.pdf,"Permanently shadowed regions (PSRs) vary in their morphology and placement within craters, which can give insight to their accumulation and mechanical properties. From these, we created a simple classification at the north and south lunar poles.",
2023LPICo2887.2914C,SESAR-LITE: Probing the Lunar Subsurface with P-band Radar,"Carter, L. M.; Rincon, R. F.; Baker, D. M. H.; Shoemaker, E. S.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2914.pdf,"We are developing SESAR-LITE, a compact P-band (70 cm wavelength) polarimetric synthetic aperture radar designed to address Artemis science objectives and lunar Strategic Knowledge Gaps.",
2023LPICo2887.2915J,Reflectance Spectroscopy of Lunar-Like Samples during Vulcano 2023 Field Summer School,"Jusner, S. F.; Gruber, N.; Ronca, G.; Osoianu, D.; Molony, S.; Swida, O. B.; Foing, B.; Unnithan, V.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2915.pdf,During the 2023 Vulcano summer school spectral measurements were performed in the field in preparation of integrating a spectrometer onto a mobile robot for an analog mission.,
2023LPICo2887.2916E,Water Outside the Shadows: Evidence for Hydrotectonics at Northern Lunar Latitudes?,"Eubanks, T. M.; Blase, W. P.; Gerhardt, R. A.; Lingam, M.; King, S. D.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2916.pdf,A survey of northern lunar latitudes for potential landing sites reveals apparently recent surface deformations on the floor of Philolaus crater. Could these be driven by the subsurface motions of water?,
2023LPICo2887.2917B,The Lunar Ground Segment: Lunar Geodesy with LLR and VLBI Beacons,"Blase, W. P.; Eubanks, T. M.; Bills, B.; Petrov, L.; Viswanathan, V.; King, S.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2917.pdf,"Here, we describe how the dynamical monitoring of the Moon can be improved through the establishment of collocated LLR retroreflectors and VLBI radio beacons at a geodetic fiducial point on Malapert Mountain near the lunar South Pole.",
2023LPICo2887.2918E,Prospecting for Water at High Lunar Latitudes,"Eubanks, T. M.; Blase, W. P.; Gerhardt, R. A.; Lingam, M.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2918.pdf,"Neutron scatterometry data indicate that at high latitudes water is probably present outside of PSR. Here, we describe how water may be sequestered in cold ground at latitudes above ∼80◦.",
2023LPICo2887.2919O,Geometallurgical Studies of the Moon,"Otsuki, A. O.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2919.pdf,"In this article, geometallurgical studies of the moon are reviewed and summarized in terms of the current status and future perspectives, including some requests on the lunar exploration and map update.",
2023LPICo2887.2920E,Development of a Thermal Control Valve for Passive Flow Control of a Loop Heat Pipe,"Ellis, M. C.; Nicolaescu, I. V.; Demydovych, M. V.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2920.pdf,"A thermal control valve has been developed and tested, demonstrating flow control about a user-specified system as part of a passive thermal management system.",
2023LPICo2887.2922H,Towards a Better Understanding of Lunar Exosphere Through the Detection of Water Form,"Huang, Z.; Nomura, K.; Nakano, A.; Morrissey, L. S.; Wang, J.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2922.pdf,"This study focuses on different forms of water on the surface. We propose that data from Lunar Trailblazer will contribute to a better understanding of the various forms of water, thereby enhancing our comprehension of the lunar exosphere.",
2023LPICo2887.2923C,"""GlobeTrotter Lunar"" All-Terrain Hopper: Digital Animations of Surface and Subsurface Extreme Terrain Access","Chhibber, A.; Lee, P.; Riedel, J. E.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2923.pdf,"""GlobeTrotter Lunar"" is a mobile instrument package that hops across the lunar surface, allowing access to extreme terrain, including pits and caves. We present digital animations to illustrate this innovative payload concept.",
2023LPICo2887.2924M,Identifying High Priority Lunar Landing Sites: An Aristarchus Perspective,"Morgan, G. A.; Patterson, G. W.; Stickle, A. M.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2924.pdf,"Here we present the value of Mini-RF radar data to lunar exploration. Using the Aristarchus Region as an example, we outline how radar data can be applied alongside other datasets to prioritize landing site sections and design mission traverses.",
2023LPICo2887.2925H,JETT5 Geologic Mapping in Support of Simulated Artemis Surface Operations: Process and Preliminary Products,"Huff, A. E.; Garry, W. B.; Hurtado, J. M.; Miller, M. J.; Skinner, J. A.; Weitz, C. M.; Edgar, L. A.; Young, K. E.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2925.pdf,"The Joint Extravehicular Activities and Human Surface Mobility Test Team 5 (JETT5) is preparing for a fall field-based Artemis 3 simulation by producing 1:5,000-scale geologic maps for two sites with Actions taken in response to JETT3 Recommendations.",
2023LPICo2887.2926S,Optimizing Sampling Decision for Lunar Missions Using Machine Learning Techniques on Geochemical Data,"Shubham, S.; Arevalo, R.; Cohen, B. A.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2926.pdf,"We identify methods for efficiently classifying lunar rocks based on their geochemistry, enabling timely decision-making regarding the inclusion of a diverse range of rocks during sample return missions.",
2023LPICo2887.2927C,Moon Rover Thermal and Power Analysis for Night and PSR Survival,"Creel, R. A.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2927.pdf,"Ron Creel is an Apollo program veteran who supported those missions with thermal models of the Lunar Roving Vehicles. Today, Ron continues his interest in thermal survival power for Artemis rovers in lunar nights and PSRs at the Moon's South Pole.",
2023LPICo2887.2928B,A New View of the Lunar South Pole from the Lunar Orbiter Laser Altimeter,"Barker, M. K.; Mazarico, E.; Neumann, G. A.; Smith, D. E.; Zuber, M. T.; Head, J. W.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2928.pdf,We utilize LOLA topographic roughness based on improved south polar altimetry to examine the broader geologic context of the Artemis III candidate regions.,
2023LPICo2887.2929D,The Lunar Vertex Camera Array,"Denevi, B. W.; Meyer, H. M.; Pasqualino, G.; Ames, W. F.; Cooper, S. A.; Dupont, A. R.; Geidel, K.; Mastandrea, J. P.; McCord, K.; Ocasio Milanes, A. V.; Morgan, F.; Taylor, H. W.; Tinsman, C. L.; Blewett, D. T.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2929.pdf,The Lunar Vertex Camera Array will provide 360° imaging of the Reiner Gamma landing site as part of the PRISM 2 instrument suite.,
2023LPICo2887.2930S,Identifying Potentially Survivable Niches and Areas of High Biological Interest on the Lunar South Pole,"Saxena, P.; Graham, H. V.; Bertone, S.; Regberg, A.; Curran, N. M.; Pugel, D. B.; Needham, A.; Petro, N. E.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2930.pdf,We find that the Lunar South Pole is likely to possess survivable niches for certain microorganisms. We describe our methodology in determining where such locations may be and discuss potential ramifications for exploration.,
2023LPICo2887.2931M,Sustaining Lunar Exploration through Worldwide Public Support,"Mehta, J. M.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2931.pdf,"Why continued public buy-in and funding remain crucial to sustaining the new worldwide impetus for exploring our Moon to reap its immense science and technology benefits, especially now when commercial partnerships are put on critical paths.",
2023LPICo2887.2932Z,TRIDENT Drill for VIPER and PRIME1 Missions to the Moon: 2023 Update,"Zacny, K.; Chu, P.; Vendiola, V.; Creekmore, P.; Ng, P.; Goldman, S.; Seto, E.; Bywaters, K.; Bailey, E.; Zheng, R.; King, I.; Rashedi, A.; Chow, P.; Huddleston, R.; Paulsen, G.; Wang, A.; Wilson, J.; Xu, H.; Indyk, S.; Quinn, J.; Eichenbaum, A.; J., Captain; Kleinhenz, J.; Rezich, E.; Colaprete, T.; Lim, D.; Mirmalek, Z.; Lees, D.; Elphic, R.; Ennico Smith, K.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2932.pdf,"TRIDENT drill is scheduled to fly on PRIME-1 and VIPER missions in 2023 and 204, respectively. In addition to providing subsurface samples to instruments, it can also capture geotechnical data.",
2023LPICo2887.2933W,Sustainable Power as an Enabling Resource for Lunar Science,"Williams, H. J.; Sampson, M. C.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2933.pdf,"Lockheed Martin is developing a sustainable power architecture for the Lunar poles supporting both robotic and human science. The architecture is built on modular voltage conversion, smart power controllers, and an automated fault management system.",
2023LPICo2887.2934P,Primary Radiation Dose Around the Artemis III Candidate Landing Sites,"Phipps, P. H.; Stubbs, T. J.; Looper, M. D.; Spence, H. E.; Townsend, L. W.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2934.pdf,The level of radiation exposure at a given location on the Moon is dependent on the amount incident above the local horizon. Here we consider the radiation exposure around the South Pole including the 13 candidate Artemis III landing sites.,
2023LPICo2887.2936K,Experimental Results of Sublimation Loss from Open-Gap Lunar Water Extraction,"Krause, T. S.; Thomas, F.; Gertsch, L.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2936.pdf,This research examines the feasibility of extracting water from icy regolith with an open-gap system: how much of the ice in an ice-regolith mixture can be captured by a system that leaves narrow gaps between heated regolith simulant and a cryotrap?,
2023LPICo2887.2937J,Relative Gravimetry in the Lunar Highlands Would Resolve Ambiguity in GRAIL Data,"James, P. B.; Broad, K.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2937.pdf,Ground-based gravity measurements in the lunar highlands (including the South Pole) could plausibly distinguish between various cratering paradigms.,
2023LPICo2887.2938S,The Value of Geologic Mapping for a Sustained Presence on the Moon and Beyond,"Skinner, J. A.; Luna, J. W.; Thomson, B. J.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2938.pdf,"We summarize efforts that can be employed to ensure geologic maps are available at the right time, at the right scale, and with the right content to support short- and long-term exploration of the lunar surface and beyond.",
2023LPICo2887.2939D,Lunar Vulkan Imaging and Spectroscopy Explorer (Lunar-VISE),"Donaldson Hanna, K.; Benavente, J.; Bennett, K.; Denevi, B.; Dove, A.; Hagerty, J.; Hardgrove, C.; Hayne, P.; LaMee, A.; Landis, M.; Osterman, D.; Prettyman, T.; Shirley, K.; Siegler, M.; Sunshine, J.; Williams, J. -P.; Valencia, S.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2939.pdf,"Lunar-VISE will land on the Gruithuisen Gamma dome and use its combined lander and rover payload to determine the composition and physical properties of the rocks and regolith comprising the domes, placing critical constraints on their formation mechanism.",
2023LPICo2887.2940S,Detection of Evolved Granitic Lunar Volcanism at Compton-Belkovich,"Siegler, M.; Feng, J.; Lehman-Franco, K.; Andrews-Hanna, J.; Economos, R.; St. Clair, M.; Million, C.; Head, J.; Glotch, T.; White, M.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2940.pdf,"Here we report a novel microwave-wavelength measurement of an anomalously hot region on the Moon that indicates the presence of a ~50 km diameter subsurface, granitic body beneath the farside, thorium-rich feature known as Compton-Belkovich.",
2023LPICo2887.2941M,Rover Testing for Lunar Landing Sites and Terrains: Exploring Lunar Analogues on Vulcano Island,"Molony, S. M.; Dominguez, R. D.; Fox, L. F.; Stark, T. S.; Willenbrock, P. W.; Felmet, A. F.; Planitzer, T. P.; Stapperfend, S. S.; Foing, B. F.",2023-09-00,https://www.hou.usra.edu/meetings/leag2023/pdf/2941.pdf,This abstract talks about the importance of authentic analogue terrain for rover field testing.,
